Age,Working class,Education,Marital status,Occupation,Relationship,Race,Sex,Hours per week,Country,Salary
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,36, United-States, <=50K
20, ?, HS-grad, Never-married, ?, Own-child, White, Female,40, United-States, <=50K
24, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
20, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,20, United-States, <=50K
21, Without-pay, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,70, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
22, Without-pay, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
18, ?, 11th, Never-married, ?, Other-relative, White, Male,7, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, >50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,38, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,35, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,47, United-States, <=50K
21, Private, 7th-8th, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,30, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,45, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,25, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,27, United-States, <=50K
23, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,32, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,35, United-States, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,21, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,45, United-States, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Female,52, United-States, <=50K
22, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,10, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,28, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,53, United-States, <=50K
23, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,25, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,24, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Other-relative, White, Female,40, United-States, <=50K
21, ?, HS-grad, Never-married, ?, Not-in-family, White, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
24, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,16, United-States, <=50K
23, ?, 5th-6th, Never-married, ?, Not-in-family, White, Male,50, United-States, <=50K
24, State-gov, 7th-8th, Never-married, Tech-support, Unmarried, White, Female,20, United-States, <=50K
25, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,45, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,54, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Armed-Forces, Not-in-family, White, Male,40, United-States, <=50K
20, ?, 9th, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
21, Private, 10th, Never-married, Other-service, Own-child, Black, Male,25, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
20, ?, HS-grad, Never-married, ?, Not-in-family, Other, Male,43, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Adm-clerical, Other-relative, Black, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,30, United-States, <=50K
23, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,15, United-States, <=50K
22, Private, 9th, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,42, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
18, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,12, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,15, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,80, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
20, ?, HS-grad, Never-married, ?, Own-child, White, Male,32, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,35, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,45, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Female,35, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,15, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,42, United-States, <=50K
18, Private, 11th, Never-married, Sales, Not-in-family, White, Female,15, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Male,50, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,30, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
23, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,38, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Other-relative, Black, Female,24, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,45, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,25, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,35, United-States, <=50K
23, ?, Bachelors, Never-married, ?, Not-in-family, White, Male,55, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,20, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,35, United-States, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Other-relative, White, Male,20, United-States, <=50K
25, Private, 9th, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Unmarried, Black, Male,35, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,35, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,50, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,30, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,50, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Male,15, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,25, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,45, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,28, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,15, United-States, <=50K
25, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,20, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,35, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,38, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
19, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,99, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,30, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,20, United-States, <=50K
24, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
21, Private, 9th, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Female,36, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,10, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,56, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,98, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,12, United-States, <=50K
18, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,25, United-States, <=50K
21, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,25, United-States, <=50K
24, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,45, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,40, United-States, <=50K
24, Private, HS-grad, Married-spouse-absent, Sales, Own-child, White, Female,36, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,21, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,40, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,40, United-States, <=50K
24, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,45, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,25, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,25, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,20, United-States, <=50K
21, ?, 7th-8th, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
25, ?, Bachelors, Never-married, ?, Not-in-family, White, Male,13, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
20, ?, 11th, Divorced, ?, Not-in-family, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,25, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,15, United-States, <=50K
24, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,42, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, >50K
18, ?, 11th, Never-married, ?, Own-child, White, Male,12, United-States, <=50K
24, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
18, ?, HS-grad, Never-married, ?, Own-child, White, Female,24, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,16, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
25, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,44, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,35, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,12, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,35, United-States, <=50K
18, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,8, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,20, United-States, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,16, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,18, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,25, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
18, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,16, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,43, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,38, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,37, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,30, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,30, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,60, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,45, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
18, Self-emp-not-inc, 10th, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
22, ?, 9th, Never-married, ?, Not-in-family, White, Male,30, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,44, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,30, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,35, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,30, United-States, <=50K
25, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,9, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Black, Female,30, United-States, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
25, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,50, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,25, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,35, United-States, <=50K
19, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,32, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,35, United-States, <=50K
22, Private, 9th, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,45, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,30, United-States, <=50K
18, Private, 12th, Never-married, Priv-house-serv, Not-in-family, White, Female,30, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,45, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,48, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,20, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,35, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
22, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,43, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,25, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
21, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,37, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
19, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,50, United-States, <=50K
25, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,40, United-States, <=50K
18, Private, 12th, Never-married, Sales, Own-child, Black, Female,20, United-States, <=50K
21, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,32, United-States, <=50K
